stock_code,description,units_sold,units_returned,net_sales,gross_sales,return_value,total_orders
84674,FLYING PIG WATERING CAN,460,7,1155.28,1175.93,20.65,109
84675,FROG KING WATERING CAN,206,8,548.11,571.71,23.60,64
84676,BATH DUCK WATERING CAN,848,49,1969.91,2102.46,132.55,120
84678,CLASSICAL ROSE SMALL VASE,565,10,1085.38,1108.28,22.90,85
84679,CLASSICAL ROSE TABLE LAMP,14,1,97.35,103.30,5.95,5
84680,CLASSICAL ROSE URN,94,2,356.40,372.30,15.90,18
84682,CLASSICAL ROSE DISH,295,6,579.24,596.94,17.70,52
84683,CLASSICAL ROSE CANDLESTAND,537,1,515.60,516.85,1.25,47
84684,BEACH HUT PHOTO FRAME,609,52,669.70,720.70,51.00,42
84685,BEACH HUT KEY CABINET,435,3,1357.42,1366.17,8.75,128
84686,BEACH HUT MIRROR,389,20,984.39,1027.79,43.40,79
84687,BEACH HUT SHELF W 3 DRAWERS,314,7,1170.41,1208.06,37.65,78
84688,BEACH HUT DESIGN BLACKBOARD,422,53,1158.47,1313.52,155.05,89
84689,S/2 BEACH HUT TREASURE CHESTS,312,17,693.35,742.90,49.55,44
84690,S/2 BEACH HUT STOOLS,27,2,198.75,214.65,15.90,15
84691,PACK 20 DOLLY PEGS,2747,82,2169.40,2225.50,56.10,238
84692,BOX OF 24 COCKTAIL PARASOLS,19085,207,9249.74,9336.68,86.94,1130
84705A,ENGLISH ROSE PHOTO FRAME ,14,0,65.10,65.10,0.00,7
84705b,FAIRY CAKES PHOTO FRAME,2,0,6.86,6.86,0.00,2
84705B,FAIRY CAKES PHOTO FRAME,84,0,113.27,113.27,0.00,3
84705C,PINK FLOCK PHOTO FRAME ,162,0,227.33,227.33,0.00,8
84705D,CHERRY BLOSSOM PHOTO FRAME ,22,0,97.90,97.90,0.00,14
84705F,RED PEONY PHOTO FRAME ,8,0,37.20,37.20,0.00,5
84706A,ENGLISH ROSE TABLE CLOCK,137,0,325.88,325.88,0.00,7
84706B,FAIRY CAKES TABLE CLOCK,20,2,170.83,188.73,17.90,11
84706C,PINK FLOCK TABLE CLOCK ,84,0,170.80,170.80,0.00,4
84706D,CHERRY BLOSSOM TABLE CLOCK ,219,1,498.24,500.19,1.95,17
84706F,RED PEONY TABLE CLOCK,34,1,199.35,208.30,8.95,18
84707A,SILVER JEWELLED MIRROR TRINKET TRAY,125,0,1045.88,1045.88,0.00,64
84707B,PINK JEWELLED MIRROR TRINKET TRAY,79,4,578.72,618.52,39.80,52
84708B,PINK JEWELLED PHOTO FRAME ,142,0,732.79,732.79,0.00,53
84709A,SILVER OVAL JEWELLED MIRROR,23,0,136.85,136.85,0.00,13
84709B,PINK OVAL JEWELLED MIRROR,176,1,1008.53,1014.48,5.95,87
84711A,SILVER OVAL SHAPE TRINKET BOX,42,0,390.95,390.95,0.00,24
84711B,PINK OVAL SHAPE TRINKET BOX,39,0,357.71,357.71,0.00,30
84712B,PINK JEWELLED PHOTO FRAME,98,0,767.16,767.16,0.00,60
84715,SET OF 6 ICE CREAM SKITTLES,241,0,734.89,734.89,0.00,47
84720,DOT MATRIX CANVAS ART PICTURE,35,0,147.05,147.05,0.00,3
84721,MANHATTAN CANVAS ART PICTURE,20,0,87.80,87.80,0.00,2
84723,CHERRY BLOSSOM CANVAS ART PICTURE,54,6,153.60,201.30,47.70,14
84725,FREESTYLE CANVAS ART PICTURE,134,0,216.50,216.50,0.00,29
84726,LILLIES CANVAS PICTURE,233,0,394.85,394.85,0.00,5
84731,3 BIRDS CANVAS SCREEN,3,0,3.69,3.69,0.00,3
84732B,CUTE BIRD CEATURE SCREEN,28,0,18.48,18.48,0.00,6
84732D,CUTE RABBIT CEATURE SCREEN ,15,0,10.89,10.89,0.00,6
84741C,CITRUS GARLAND FELT FLOWERS ,185,0,372.14,372.14,0.00,51
84743C,ORANGE FELT VASE + FLOWERS,9,0,11.25,11.25,0.00,5
84744,S/6 SEW ON CROCHET FLOWERS,149,0,188.77,188.77,0.00,31
84745A,PINK HANGING GINGHAM EASTER HEN,72,0,30.24,30.24,0.00,15
84745B,BLUE HANGING GINGHAM EASTER HEN,83,0,34.86,34.86,0.00,17
84746,PINK EASTER HENS+FLOWER,23,0,72.06,72.06,0.00,16
84748,FOLK FELT HANGING MULTICOL GARLAND,1170,0,1781.12,1781.12,0.00,93
84750A,PINK SMALL GLASS CAKE STAND,544,40,1113.93,1189.23,75.30,113
84750B,BLACK SMALL GLASS CAKE STAND,609,5,1133.83,1142.02,8.19,82
84751B,BLACK MEDIUM GLASS CAKE STAND,38,3,107.57,115.86,8.29,21
84753A,PINK EAU DE COLOGNE BOTTLE,97,0,92.17,92.17,0.00,24
84754,S/15 SILVER GLASS BAUBLES IN BAG,2083,146,2479.45,2634.59,155.14,220
84755,COLOUR GLASS T-LIGHT HOLDER HANGING,40439,729,24789.78,25205.13,415.35,1287
84757,ENCHANTED GARDEN WROUGHT IRON TABLE,5,0,74.75,74.75,0.00,4
84760L,LARGE HANGING GLASS+ZINC LANTERN,560,0,896.00,896.00,0.00,1
84760S,SMALL HANGING GLASS+ZINC LANTERN,222,0,360.21,360.21,0.00,36
84761,IVORY HANGING BIRD PLANTER ,276,8,748.45,768.85,20.40,62
84762A,WHITE PICNIC BARBECUE BUCKET,59,11,422.98,517.43,94.45,32
84762B,PINK PICNIC BARBECUE BUCKET,113,0,837.77,837.77,0.00,48
84762C,GREEN PICNIC BARBECUE BUCKET,105,0,761.25,761.25,0.00,43
84763,ZINC FINISH 15CM PLANTER POTS,1517,0,1903.00,1903.00,0.00,170
84765,SILVER ROCOCO CANDELABRA,9,2,114.73,140.23,25.50,7
84766,SILVER ROCOCO CANDLE STICK,200,16,594.80,638.00,43.20,31
84767,ZINC POLICE BOX LANTERN,195,0,806.22,806.22,0.00,6
84770,ROUND GEORGIAN SILVER MIRROR,135,46,283.55,419.25,135.70,23
84773,RED ROSE AND LACE C/COVER,190,2,554.60,560.50,5.90,50
84782A,PINK 3 TIER GLASS PLATE STAND,119,6,763.95,840.45,76.50,32
84782B,BLACK 3 TIER GLASS PLATE STAND,10,0,127.50,127.50,0.00,6
84782C,GREEN 3 TIER GLASS PLATE STAND,74,6,459.80,509.90,50.10,22
84789,ENCHANTED BIRD PLANT CAGE,445,8,1528.39,1558.39,30.00,129
84791,GINGHAM HEART DECORATION,334,6,1068.43,1086.13,17.70,107
84792,ENCHANTED BIRD COATHANGER 5 HOOK,2297,69,9849.06,10119.51,270.45,527
84795A,PASTEL STRIPE HAMMOCK ,208,0,1696.02,1696.02,0.00,70
84795b,SUNSET CHECK HAMMOCK,19,0,317.72,317.72,0.00,17
84795B,SUNSET CHECK HAMMOCK,298,0,2379.09,2379.09,0.00,96
84795C,OCEAN STRIPE HAMMOCK ,325,1,2744.64,2752.59,7.95,132
84795D,SEASIDE STRIPE HAMMOCK,189,1,1531.84,1538.79,6.95,84
84795E,RIO PINK STRIPE HAMMOCK,10,0,79.50,79.50,0.00,5
84796a,PINK HAWAIIAN PICNIC HAMPER FOR 2,28,0,234.28,234.28,0.00,20
84796A,PINK HAWAIIAN PICNIC HAMPER FOR 2,284,0,2072.95,2072.95,0.00,111
84796b,BLUE SAVANNAH PICNIC HAMPER FOR 2,2,0,17.12,17.12,0.00,2
84796B,BLUE SAVANNAH PICNIC HAMPER FOR 2,600,0,4999.79,4999.79,0.00,180
84797a,PINK HAWAIIAN PICNIC HAMPER FOR 4,18,0,198.84,198.84,0.00,17
84797A,PINK HAWAIIAN PICNIC HAMPER FOR 4,481,0,3361.25,3361.25,0.00,44
84797b,BLUE SAVANNAH PICNIC HAMPER FOR 4,21,0,232.62,232.62,0.00,19
84797B,BLUE SAVANNAH PICNIC HAMPER FOR 4,323,2,1811.30,1845.20,33.90,34
84798A,PINK FOXGLOVE ARTIIFCIAL FLOWER,195,12,401.85,432.45,30.60,11
84798B,PURPLE FOXGLOVE ARTIIFCIAL FLOWER,326,4,482.70,492.90,10.20,11
84798C,WHITE FOXGLOVE ARTIIFCIAL FLOWER,16,0,40.80,40.80,0.00,3
84799,SPRIG LAVENDER ARTIFICIAL FLOWER,678,60,493.62,528.78,35.16,33
84800L,LARGE WHITE/PINK ROSE ART FLOWER,650,24,930.23,970.79,40.56,39
84800M,MEDIUM WHITE/PINK ROSE ART FLOWER,250,3,352.15,357.22,5.07,28
84800S,SMALL WHITE/PINK ROSE ART FLOWER,388,2,289.54,292.04,2.50,20
84801A,PINK HYDRANGEA ART FLOWER,272,0,427.44,427.44,0.00,15
84801B,WHITE HYDRANGEA ART FLOWER,214,0,345.00,345.00,0.00,18
84802A,WHITE ANEMONE ARTIFICIAL FLOWER,185,0,312.65,312.65,0.00,24
84802B,PURPLE ANEMONE ARTIFICIAL FLOWER,411,0,389.79,389.79,0.00,17
84803A,PINK ALLIUM  ARTIFICIAL FLOWER,112,3,184.21,189.28,5.07,18
84803B,WHITE ALLIUM  ARTIFICIAL FLOWER,42,9,55.77,70.98,15.21,13
84804A,CREAM DELPHINIUM ARTIFICIAL FLOWER,218,0,396.38,396.38,0.00,18
84804B,BLUE DELPHINIUM ARTIFICIAL FLOWER,355,1,499.02,501.97,2.95,20
84805A,CREAM CLIMBING HYDRANGA ART FLOWER,147,0,212.85,212.85,0.00,8
84805B,BLUE CLIMBING HYDRANGA ART FLOWER,340,0,551.40,551.40,0.00,9
84806A,PINK CANDYSTUFT ARTIFICIAL FLOWER,319,0,261.91,261.91,0.00,20
84806B,WHITE CANDYSTUFT ARTIFICIAL FLOWER,450,0,568.02,568.02,0.00,32
84807,RED POPPY ARTIFICIAL FLOWER,233,0,215.93,215.93,0.00,7
84809A,WHITE CHRYSANTHEMUMS ART FLOWER,276,2,470.64,474.84,4.20,22
84809B,PINK CHRYSANTHEMUMS ART FLOWER,296,0,351.60,351.60,0.00,8
84813,SET OF 4 DIAMOND NAPKIN RINGS,422,1,3296.81,3300.76,3.95,100
84814A,HEXAGONAL CRYSTAL PERFUME BOTTLE,1,0,1.95,1.95,0.00,1
84814B,RHOMBUS CRYSTAL PERFUME BOTTLE,7,0,13.65,13.65,0.00,3
84815,SET OF 3 DANISH ROSE PLANTERS,926,0,1183.82,1183.82,0.00,53
84816,DANISH ROSE BEDSIDE CABINET,33,9,937.75,1278.35,340.60,28
84817,DANISH ROSE DECORATIVE PLATE,1059,43,849.60,937.44,87.84,86
84818,DANISH ROSE PHOTO FRAME,1788,107,2250.20,2382.25,132.05,223
84819,DANISH ROSE ROUND SEWING BOX,908,4,1351.26,1368.26,17.00,97
84820,DANISH ROSE TRINKET TRAYS,323,6,863.67,899.37,35.70,56
84821,DANISH ROSE DELUXE COASTER,1318,12,732.30,742.50,10.20,75
84823,DANISH ROSE FOLDING CHAIR,120,1,1170.05,1210.00,39.95,30
84824,DANISH ROSE UMBRELLA STAND,38,1,660.50,676.45,15.95,33
84826,ASSTD DESIGN 3D PAPER STICKERS,1734,120,767.08,869.08,102.00,53
84827,ASS DES PHONE SPONGE CRAFT STICKER,1027,0,489.79,489.79,0.00,29
84828,JUNGLE POPSICLES ICE LOLLY HOLDERS,1543,12,1961.31,1976.31,15.00,201
84828,JUNGLE POPSICLES ICE LOLLY MOULDS,960,24,1308.87,1338.87,30.00,154
84830,LARGE ENGLISH ARBORETUM,113,3,1144.30,1195.15,50.85,8
84832,ZINC WILLIE WINKIE  CANDLE STICK,6794,12,6124.50,6134.70,10.20,631
84836,ZINC METAL HEART DECORATION,19847,102,24161.83,24289.33,127.50,1417
84837,WHITE SWEETHEARTS CABINET 4 DRAWERS,251,0,3210.04,3210.04,0.00,143
84838,ANT WHITE HIGH RISE BIRD BOX,50,0,312.50,312.50,0.00,4
84839,SWEETHEART KEY CABINET,1523,12,8668.45,8747.05,78.60,403
84840,SWEETHEART CARRY-ALL BASKET,282,3,2405.32,2430.82,25.50,142
84842,HELLO SAILOR BATHROOM SET,1505,720,506.55,744.15,237.60,36
84843,WHITE SOAP RACK WITH 2 BOTTLES,280,2,1719.16,1731.06,11.90,112
84845A,HOLLYHOCK SQUARE HANDY TIN,1,0,1.25,1.25,0.00,1
84845C,CARNATION SQUARE HANDY TIN,42,3,48.75,52.50,3.75,15
84845D,GERANIUM SQUARE HANDY TIN,41,0,51.25,51.25,0.00,11
84846A,SCENTED CANDLE IN DIGITALIS TIN,251,0,567.55,567.55,0.00,54
84847,FLORAL BATHROOM SET,2330,1116,781.45,1149.73,368.28,50
84849A,HELLO SAILOR BLUE SOAP HOLDER,470,23,794.70,833.57,38.87,106
84849B,FAIRY SOAP SOAP HOLDER,1936,13,3222.17,3244.14,21.97,295
84849D,HOT BATHS SOAP HOLDER,1558,24,2577.71,2618.27,40.56,263
84854,GIRLY PINK TOOL SET,381,1,2075.22,2079.47,4.25,111
84855,BLOKEY SILVER TOOL SET,36,0,196.70,196.70,0.00,15
84856L,LARGE TAHITI BEACH BAG,238,0,1492.28,1492.28,0.00,81
84856S,SMALL TAHITI BEACH BAG,467,1,1873.40,1877.21,3.81,34
84857A,SILVER MONTE CARLO HANDBAG,8,0,68.00,68.00,0.00,3
84857B,BLUE MONTE CARLO HANDBAG,24,2,42.90,46.80,3.90,2
84857C,PINK MONTE CARLO HANDBAG,197,1,443.08,445.03,1.95,18
84858A,NATURAL RIVIERA HANDBAG,53,0,128.83,128.83,0.00,8
84858B,BLUE RIVIERA HANDBAG,326,0,431.00,431.00,0.00,9
84858C,PINK RIVIERA HANDBAG,347,0,611.07,611.07,0.00,30
84859A,SILVER DISCO HANDBAG,293,0,613.53,613.53,0.00,58
84859B,BLUE DISCO HANDBAG,282,0,433.46,433.46,0.00,18
84859C,PINK DISCO HANDBAG,304,0,552.72,552.72,0.00,39
84864A,PINK PAISLEY PHOTO ALBUM,7,0,67.71,67.71,0.00,4
84865,NEW BAROQUE BLACK PHOTO ALBUM,77,0,639.42,639.42,0.00,48
84867a,PINK BABY GIRLS PHOTO ALBUM,1,0,13.57,13.57,0.00,1
84867A,PINK BABY GIRLS PHOTO ALBUM,16,0,105.82,105.82,0.00,4
84867b,BLUE BABY BOY'S PHOTO ALBUM,2,0,27.14,27.14,0.00,1
84868A,PINK BABY GIRL'S MEMORY BOX,2,0,13.90,13.90,0.00,2
84868B,BLUE BABY BOY'S MEMORY BOX,5,2,20.85,34.75,13.90,5
84869,CANDY BUTTON PHOTO ALBUM,302,0,703.54,703.54,0.00,26
84870B,BLUE GEISHA GIRL ,90,1,318.86,322.61,3.75,41
84870C,GREEN GEISHA GIRL ,93,0,330.36,330.36,0.00,41
84872a,TEATIME FUNKY FLOWER BACKPACK FOR 2,58,0,636.47,636.47,0.00,45
84872A,TEATIME FUNKY FLOWER BACKPACK FOR 2,177,0,1983.54,1983.54,0.00,102
84873a,FUNKY FLOWER PICNIC BAG FOR 4,88,0,973.36,973.36,0.00,59
84873A,FUNKY FLOWER PICNIC BAG FOR 4,32,0,394.15,394.15,0.00,16
84874B,BLUE TRAVEL FIRST AID KIT,86,0,141.76,141.76,0.00,36
84875A,PINK SQUARE COMPACT MIRROR,16,0,60.00,60.00,0.00,12
84875B,GREEN SQUARE COMPACT MIRROR,373,0,511.01,511.01,0.00,40
84875D,BLUE SQUARE COMPACT MIRROR,371,0,483.75,483.75,0.00,37
84876B,GREEN HEART COMPACT MIRROR,344,0,488.31,488.31,0.00,40
84876C,SILVER HEART COMPACT MIRROR,7,1,22.50,26.25,3.75,5
84876D,BLUE HEART COMPACT MIRROR,331,14,553.02,600.52,47.50,37
84877A,PINK ROUND COMPACT MIRROR,74,0,185.66,185.66,0.00,17
84877B,GREEN ROUND COMPACT MIRROR,291,2,501.93,504.43,2.50,44
84877D,BLUE ROUND COMPACT MIRROR,160,0,371.85,371.85,0.00,43
84879,ASSORTED COLOUR BIRD ORNAMENT,80082,511,128550.42,129324.49,774.07,2826
84880,WHITE WIRE EGG HOLDER,1729,13,9816.09,9894.99,78.90,380
84881,BLUE WIRE SPIRAL CANDLE HOLDER,52,1,336.59,342.94,6.35,25
84882,GREEN WIRE STANDING CANDLE HOLDER,66,0,289.43,289.43,0.00,36
84884a,ANT WHITE WIRE HEART SPIRAL,49,0,410.89,410.89,0.00,35
84884A,ANT WHITE WIRE HEART SPIRAL,1708,1,6244.33,6248.28,3.95,313
84886,BLUE METAL WALL SHELF,12,0,119.40,119.40,0.00,9
84891B,GREEN WIRE GOBLET CANDLEHOLDER,11,0,87.45,87.45,0.00,6
84893,ANT WHITE IRON BASKET,33,0,186.35,186.35,0.00,15
84898F,YELLOW FLOWERS FELT HANDBAG KIT,165,0,352.75,352.75,0.00,52
84899E,YELLOW + BROWN BEAR FELT PURSE KIT,39,0,52.65,52.65,0.00,15
84899E,YELLOW BROWN BEAR FELT PURSE KIT,14,1,20.03,21.28,1.25,7
84899F,YELLOW PURPLE DAISY FELT PURSE KIT,121,0,192.17,192.17,0.00,53
84901,BLACK FACE LAMB WITH PANTS,123,0,471.13,471.13,0.00,74
84902,PINK KNITTED COW STUFFED TOY,84,0,326.33,326.33,0.00,53
84905,PINK BUTTERFLY C/COVER ,10,0,70.82,70.82,0.00,6
84905,PINK BUTTERFLY CUSHION COVER ,259,0,937.09,937.09,0.00,99
84906,PINK B'FLY C/COVER W BOBBLES,43,0,262.62,262.62,0.00,16
84906,PINK BUTTERFLY CUSHION COVER,23,1,42.90,44.85,1.95,6
84907,PINK YELLOW PATCH CUSHION COVER,383,4,886.23,916.83,30.60,34
84907,PINK/YELLOW PATCH CUSHION COVER,8,2,67.04,82.34,15.30,7
84908A,PINK 5 PATCH FLOWER CUSHION COVER ,432,1,1038.21,1045.16,6.95,37
84908B,BLUE 5 PATCH FLOWER CUSHION COVER,435,0,1052.29,1052.29,0.00,35
84909A,PINK PAISLEY QUILT ,209,0,2797.55,2797.55,0.00,30
84910A,PINK PAISLEY CUSHION COVER ,432,13,1153.04,1230.39,77.35,54
84912a,PINK ROSE WASHBAG,2,0,15.56,15.56,0.00,1
84912A,PINK ROSE WASHBAG,1094,0,2996.44,2996.44,0.00,231
84912B,GREEN ROSE WASHBAG,1125,0,3072.64,3072.64,0.00,259
84913A,SOFT PINK ROSE TOWEL ,608,0,2211.54,2211.54,0.00,266
84913B,MINT GREEN ROSE TOWEL,420,1,1588.64,1593.29,4.65,201
84914A,PINK ROSE PICNIC RUG,6,0,155.70,155.70,0.00,5
84915,HAND TOWEL PINK FLOWER AND DAISY,234,0,459.56,459.56,0.00,37
84916,HAND TOWEL PALE BLUE W FLOWERS,261,0,646.43,646.43,0.00,58
84917,WHITE HAND TOWEL WITH BUTTERFLY,229,0,686.03,686.03,0.00,53
84918,CREAM C/COVER W YELLOW/GREEN FLOWER,10,0,69.50,69.50,0.00,3
84918,CREAM CUSHION COVER WITH FLOWERS,198,2,911.72,925.62,13.90,61
84919,BLUE CUSHION COVER WITH FLOWER,283,172,822.13,1545.53,723.40,45
84919,L BLUE C/COVER W PINK/YELLOW FLOWER,8,0,74.31,74.31,0.00,4
84920,PINK FLOWER FABRIC PONY,201,0,805.38,805.38,0.00,88
84921,CREAM AND PINK FLOWERS PONY ,27,0,101.25,101.25,0.00,14
84922,PINK BUTTERFLY WASHBAG,342,0,808.22,808.22,0.00,17
84923,PINK BUTTERFLY HANDBAG W BOBBLES,234,0,1017.64,1017.64,0.00,150
84924A,WAKE UP COCKEREL CALENDAR SIGN ,133,0,571.00,571.00,0.00,62
84924D,LA PALMIERA METAL SIGN CALENDAR,764,0,272.61,272.61,0.00,15
84924F,PSYCHEDELIC METAL SIGN CALENDAR,975,480,154.55,274.55,120.00,11
84925A,WAKE UP COCKEREL WALL THERMOMETER,179,0,339.29,339.29,0.00,17
84925C,FAIRY CAKES  WALL THERMOMETER,28,0,71.40,71.40,0.00,10
84925D,LA PALMIERA WALL THERMOMETER,452,372,584.45,677.45,93.00,27
84925E,FLOWERS WALL THERMOMETER,75,0,130.05,130.05,0.00,3
84925F,PSYCHEDELIC WALL THERMOMETER,714,0,873.11,873.11,0.00,34
84926A,WAKE UP COCKEREL TILE COASTER,664,0,293.08,293.08,0.00,51
84926B,SCOTTS ROSES TILE COASTER,54,0,67.50,67.50,0.00,10
84926C,FAIRY CAKES TILE COASTER,138,6,182.10,189.60,7.50,32
84926D,LA PALMIERA TILE COASTER,773,0,365.35,365.35,0.00,47
84926E,FLOWERS TILE COASTER,1081,0,471.57,471.57,0.00,52
84926F,PSYCHEDELIC TILE COASTER,484,24,270.94,277.90,6.96,43
84927A,WAKE UP COCKEREL TILE HOOK,226,75,147.26,157.61,10.35,37
84927D,LA PALMIERA TILE HOOK,953,435,170.43,211.29,40.86,31
84927E,FLOWERS TILE HOOK,494,194,204.75,224.31,19.56,31
84927F,PSYCHEDELIC TILE HOOK,335,6,269.27,273.32,4.05,64
84929,ASSTD FRUIT+FLOWERS FRIDGE MAGNETS,3096,163,918.23,1007.52,89.29,97
84931A,PINK SCOTTIE DOG W FLOWER PATTERN,204,0,513.69,513.69,0.00,82
84931B,BLUE SCOTTIE DOG W FLOWER PATTERN,274,3,681.08,688.73,7.65,84
84932A,SMALL GREEN PEONY FOLDING STOOL,262,0,602.60,602.60,0.00,24
84932B,SMALL PINK PEONY FOLDING STOOL,189,0,401.30,401.30,0.00,17
84932C,SMALL ORIENTAL BLUE FOLDING STOOL,282,1,606.90,615.40,8.50,35
84932D,SMALL ORIENTAL RED FOLDING STOOL,239,0,574.71,574.71,0.00,21
84933A,LARGE GREEN PEONY FOLDING STOOL,131,0,314.35,314.35,0.00,6
84933B,LARGE PINK PEONY FOLDING STOOL,136,0,309.15,309.15,0.00,6
84933C,LARGE BLUE ORIENTAL FOLDING STOOL,136,0,317.00,317.00,0.00,6
84934,ASSTD DESIGN POP ART SLIM PEN,687,1,585.65,586.50,0.85,14
84937,KASHMIR FOLKART TUMBLERS,2542,18,5356.74,5394.54,37.80,126
84942,KASHMIR FOLKART HEART DISHES,3,0,5.07,5.07,0.00,3
84944,SET OF 6 KASHMIR FOLKART BAUBLES,1135,93,2909.43,3153.88,244.45,199
84945,MULTI COLOUR SILVER T-LIGHT HOLDER,21605,156,17604.98,17746.71,141.73,685
84946,ANTIQUE SILVER TEA GLASS ETCHED,22032,134,29674.96,29828.78,153.82,1103
84946,ANTIQUE SILVER T-LIGHT GLASS,14664,316,19032.41,19381.62,349.21,712
84947,ANTIQUE SILVER TEA GLASS ENGRAVED,15810,37,18699.63,18744.17,44.54,692
84948,SILVER HANGING T-LIGHT HOLDER DOME,273,4,452.61,459.21,6.60,38
84949,SILVER HANGING T-LIGHT HOLDER,11945,512,18222.00,19015.80,793.80,759
84950,ASSORTED COLOUR T-LIGHT HOLDER,6041,58,4154.77,4199.27,44.50,283
84951A,S/4 PISTACHIO LOVEBIRD COASTERS,106,0,166.10,166.10,0.00,24
84951A,SET OF 4 PISTACHIO LOVEBIRD COASTER,516,24,663.70,682.66,18.96,112
84951b,S/4 BLACK LOVEBIRD COASTERS,9,0,46.20,46.20,0.00,4
84951b,SET OF 4 BLACK LOVEBIRD COASTERS,1,0,5.06,5.06,0.00,1
84951B,S/4 BLACK LOVEBIRD COASTERS,88,0,171.61,171.61,0.00,28
84951B,SET OF 4 BLACK LOVEBIRD COASTERS,477,0,631.12,631.12,0.00,92
84952A,CLEAR LOVE BIRD T-LIGHT HOLDER,148,0,392.53,392.53,0.00,39
84952B,BLACK LOVE BIRD T-LIGHT HOLDER,364,3,604.24,615.49,11.25,45
84952C,MIRROR LOVE BIRD T-LIGHT HOLDER,374,0,705.01,705.01,0.00,42
84962,SET/3 COLOUR PAINTED KASHMIRI STOOL,3,0,179.85,179.85,0.00,2
84963A,PINK PAINTED KASHMIRI CHAIR,23,0,763.35,763.35,0.00,9
84963B,BLUE PAINTED KASHMIRI CHAIR,18,0,591.50,591.50,0.00,6
84964A,PINK PAINTED KASHMIRI TABLE,11,0,630.00,630.00,0.00,2
84964B,BLUE PAINTED KASHMIRI TABLE ,17,0,990.00,990.00,0.00,2
84965A,PINK KASHMIRI COFFEE TABLE ,20,0,1050.00,1050.00,0.00,3
84965B,BLUE KASHMIRI COFFEE TABLE ,27,0,1359.95,1359.95,0.00,4
84966A,PINK KASHMIRI BOXED MIRROR,13,0,225.95,225.95,0.00,4
84966B,BLUE KASHMIRI BOXED MIRROR,33,0,428.00,428.00,0.00,4
84966C,GREEN KASHMIRI BOXED MIRROR,23,0,276.00,276.00,0.00,2
84967A,PINK KASHMIRI OCCASIONAL TABLE,3,1,94.95,174.90,79.95,4
84967B,BLUE KASHMIRI OCCASIONAL TABLE,24,3,1109.50,1249.45,139.95,13
84967C,GREEN KASHMIRI OCCASIONAL TABLE,9,0,419.85,419.85,0.00,4
84968a,S/16 VINTAGE ROSE CUTLERY,1,0,25.49,25.49,0.00,1
84968a,SET OF 16 VINTAGE ROSE CUTLERY,5,0,125.33,125.33,0.00,3
84968A,S/16 VINTAGE ROSE CUTLERY,190,0,2511.24,2511.24,0.00,85
84968A,SET OF 16 VINTAGE ROSE CUTLERY,339,34,3636.54,4026.84,390.30,123
84968b,S/16 VINTAGE IVORY CUTLERY,1,0,25.49,25.49,0.00,1
84968b,SET OF 16 VINTAGE IVORY CUTLERY,1,0,25.49,25.49,0.00,1
84968B,S/16 VINTAGE IVORY CUTLERY,423,1,5604.91,5617.66,12.75,131
84968B,SET OF 16 VINTAGE IVORY CUTLERY,5,0,63.75,63.75,0.00,5
84968C,S/16 VINTAGE PISTACHIO CUTLERY,262,0,3177.30,3177.30,0.00,58
84968C,SET OF 16 VINTAGE PISTACHIO CUTLERY,375,4,4400.95,4451.95,51.00,135
84968d,S/16 VINTAGE RED CUTLERY,1,0,25.49,25.49,0.00,1
84968d,SET OF 16 VINTAGE RED CUTLERY,3,0,74.88,74.88,0.00,3
84968D,S/16 VINTAGE RED CUTLERY,287,0,3349.76,3349.76,0.00,38
84968D,SET OF 16 VINTAGE RED CUTLERY,185,1,2031.20,2043.95,12.75,69
84968e,S/16 VINTAGE BLACK CUTLERY,4,0,101.96,101.96,0.00,4
84968e,SET OF 16 VINTAGE BLACK CUTLERY,12,0,302.17,302.17,0.00,9
84968E,S/16 VINTAGE BLACK CUTLERY,225,4,2534.45,2585.45,51.00,41
84968E,SET OF 16 VINTAGE BLACK CUTLERY,162,0,1905.03,1905.03,0.00,58
84968f,SET OF 16 VINTAGE SKY BLUE CUTLERY,2,0,50.98,50.98,0.00,2
84968F,S/16 VINTAGE SKY BLUE CUTLERY,84,0,1092.42,1092.42,0.00,51
84968F,SET OF 16 VINTAGE SKY BLUE CUTLERY,214,0,2479.35,2479.35,0.00,80
84969,ASSORTED COLOUR SET 6 TEASPOONS,268,3,1219.27,1232.02,12.75,89
84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,701,2,3039.41,3047.91,8.50,257
84970l,SINGLE HEART ZINC T-LIGHT HOLDER,233,0,487.14,487.14,0.00,65
84970L,SINGLE HEART ZINC T-LIGHT HOLDER,17400,36,17142.84,17177.04,34.20,1083
84970s,HANGING HEART ZINC T-LIGHT HOLDER,373,0,784.04,784.04,0.00,98
84970S,HANGING HEART ZINC T-LIGHT HOLDER,26444,125,21689.06,21794.26,105.20,1439
84971l,LARGE HEART FLOWERS HOOK   ,2,0,4.92,4.92,0.00,1
84971L,LARGE HEART FLOWERS HOOK   ,585,25,692.26,723.51,31.25,60
84971s,SMALL HEART FLOWERS HOOK ,6,0,9.96,9.96,0.00,3
84971S,SMALL HEART FLOWERS HOOK ,6489,2,5491.61,5493.31,1.70,461
84972L,GIANT PINK HEART MEMO HOLDER,117,0,462.15,462.15,0.00,46
84974,S/2 ZINC HEART DESIGN PLANTERS,89,1,869.60,879.55,9.95,58
84975,HEART SHAPED MIRROR,1990,9,3251.19,3266.40,15.21,216
